code,title,genre,age,openDate,rate,participate,actors,story,,,,,,,,,,,,,,,
214610,미인 : 네이버 영화,다큐멘터리,전체 관람가, 2022.02.24,,,이근이,남호현,밀가루와 당분이 넘쳐나는 밀당의 시대에도<br/>백반의 민족인 우리 밥상을 굳건히 지키는 쌀!<br/><br/>그리고 그 쌀을 각기 다른 방식으로 키워나가는 농부들이 있다.<br/><br/>아버지로부터 가업을 이어 농사를 짓고 있는 젊은 농부 남호현은 코팅된 볍씨를 대량으로 뿌리는 농업용 드론으로 농사를 짓는데 도전하지만, 장밋빛 미래를 안겨줄 것만 같았던 신기술은 시행착오의 연속으로 끝없는 숙제만을 남긴다.<br/><br/>주말농사로 시작하다가 농사의 매력에 빠져든 도시농부 이근이는 기계보다는 농부의 손으로 직접 만지며 경작하는 소농의 삶을 살아가며, 우리가 몰랐던 1450여 종에 이르렀지만 역사 속에 사라진 전통 토종 벼의 세계를 연구하고 지켜간다.<br/><br/>정성으로 자라나서 행복으로 채워지며, 오랜 세월 변함없이 자연이 선물하는 생명의 힘을 고스란히 전해주는 우리 쌀! 그 감동의 대장정이 지금 시작된다!,,,,,,,,,,,
216482,미친 능력 : 네이버 영화,범죄,액션,코미디,15세 관람가, 2022.06.22,,,니콜라스 케이지,페드로 파스칼,닐 패트릭 해리스,왕년에 잘나가던 슈퍼스타에서<br/>누구에게도 인정받지 못하는 빚쟁이 신세가 된 ‘닉 케이지’<br/><br/>그런 그에게 생일 파티 참석을 조건으로<br/>기꺼이 백만 달러를 주겠다는 슈퍼팬 ‘하비’(페드로 파스칼)가 등장한다.<br/><br/>스타로서의 자존심과 어마어마한 제안 사이에서 갈등하던 ‘닉 케이지’는<br/>결국 생일 파티가 열리는 곳으로 향한다.<br/><br/>도착과 동시에 초호화 환대를 받고 행복한 휴양을 보내던 그는<br/>의문의 CIA로부터 납치되고, ‘하비’가 악명 높은 수배범인 사실을 듣게 된다.<br/><br/>CIA로부터 가족을 빌미로 위험한 미션을 강요 받은 ‘닉 케이지’는<br/>설상가상 예기치 못한 사건들에 휘말리게 되는데…<br/><br/>감당 불가! 방심 금물!<br/>참을 수 없는 초대형 코믹 액션이 온다! 레디 액션!,,,,,,,,,,
214611,민스미트 작전 : 네이버 영화,드라마,전쟁,12세 관람가, 2022.05.11,7.31,310,콜린 퍼스,매튜 맥퍼딘,켈리 맥도날드,사상 최대의 인명 피해를 낳은 제2차 세계대전,<br/>연합군과 추축군은 전쟁을 승리로 이끌 교두보 시칠리아를 두고 팽팽한 대립을 펼친다.<br/><br/>하지만 추축군 독일의 위세가 상당해<br/>시칠리아에는 이미 추축군 병력 무려 23만 명이 주둔해 있던 상황!<br/><br/>연합군은 해군 정보장교 ‘이웬 몬태규’와 ‘찰스 첨리’를 주축으로<br/>전쟁의 승기를 잡을 단 한 번의 ‘민스미트 작전’을 계획하는데…<br/><br/>예상을 뛰어 넘는 위대한 작전이 시작된다!,,,,,,,,,,,
213205,바이올렛 에버가든 오케스트라 콘서트 2021 : 네이버 영화,,전체 관람가, 2022.01.13,9.43,28,이시카와 유이,치하라 미노리,<바이올렛 에버가든 오케스트라 콘서트 2021>은 [바이올렛 에버가든] 시리즈와 <바이올렛 에버가든-영원과 자동 수기 인형->, <극장판 바이올렛 에버가든> 속 아름다운 OST를 지휘자 요시다 교이치와 라이덴샤프틀리히 교향악단이 영화의 감동을 담은 영화 속 장면과 함께 아름다운 선율을 선사한다. 일본 현지 공연은 2021년 8월 14일~15일 이틀간 LINE CUBE SHIBUYA에서 콘서트가 개최됐다.,,,,,,,,,,,,,
209859,배니싱: 미제사건 : 네이버 영화,범죄,스릴러,15세 관람가, 2022.03.30,4.07,495,유연석,올가 쿠릴렌코,예지원,어느 날 심하게 훼손되어 신원을 알 수 없는 변사체가 발견되고<br/>사건을 맡은 형사 ‘진호’(유연석)는 사체의 신원을 파악하기 위해<br/>국제 법의학자 ‘알리스’(올가 쿠릴렌코)를 찾아 자문을 구한다.<br/><br/>‘알리스’는 최첨단 기술을 통해 사라진 흔적을 복원해내고,<br/>‘진호’는 단서를 통해 단순한 살인 사건이 아닌<br/>장기밀매 조직과 밀접한 관계가 있다는 것을 직감한다.<br/><br/>사건의 진상을 파헤치기 위해 의기투합한 두 사람은<br/>국제적인 범죄 조직의 정체와 마주하게 되고<br/>충격적이고 처참한 사건의 실체가 드러나게 되는데…<br/><br/>사라지는 건 모두 이유가 있다!,,,,,,,,,,,
196047,배드 가이즈 : 네이버 영화,애니메이션,범죄,액션,전체 관람가, 2022.05.04,8.67,541,샘 록웰,마크 마론,크레이그 로빈슨,작전 설계부터 금고 해제, 해킹, 액션, 위장까지 <br/>완벽한 팀플레이를 펼치는 자타공인 최고의 나쁜 녀석들이 한순간의 실수로 체포된다. <br/><br/>하지만 그들도 착해질 수 있다는 ‘마멀레이드 박사’의 주장으로<br/>나쁜 녀석들은 바른 생활 갓생 프로젝트에 투입되고, <br/>이들은 다시 한번 자유의 몸을 위해 태어나 처음으로 바른 생활에 도전하게 되는데… <br/><br/>나쁜 녀석들의 사상 초유 바른 생활 갓생 프로젝트가 시작된다!,,,,,,,
202678,배드 럭 뱅잉 : 네이버 영화,드라마,코미디,청소년 관람불가,2022.07,,,카티아 파스칼리우,클라우디아 이레미아,올림피아 말라이,마녀재판을 화끈하게 뒤집는 원더우먼이 나타났다!?<br/><br/>남편과 합의하에 찍은 섹스 비디오가<br/>포르노 사이트에 유출된 사실을<br/>뒤늦게 발견한 교사 에미.<br/><br/>학생들 사이에서 비디오가 금세 퍼졌고,<br/>이를 알게 된 동료 교사들과 학부모들이<br/>에미를 해임하기 위해 긴급회의를 소집한다.<br/><br/>심판대에 서서 온갖 조롱과 모욕을 당하던<br/>에미는 결국 분노를 대폭발시키는데…,,,,,,,,,,,
211095,백조의 호수 : 네이버 영화,,, 2022.01.15,9,5,,내면의 사악하고 어두운 자아에 이끌려 신비한 호수 둑으로 간 ‘지그프리트’ 왕자는 세상에서 가장 아름다운 백조 ‘오데트’를 우연히 만나 그녀에게 사랑을 맹세한다. 한편, 성에서는 예비 신부들이 산만한 왕자를 즐겁게 해주려고 하는데 그중 매혹적인 백조 ‘오딜레’가 ‘지그프리트’가 ‘오데트’에게 한 사랑의 맹세을 위협하게 되는데…,,,,,,,,,,,,,,
213590,밴드스탠드 : 네이버 영화,뮤지컬,12세 관람가, 2022.02.24,9.25,4,,미국 전역이 종전의 기쁨으로 들끓던 1945년.<br/>2차 세계 대전이 끝나고 전쟁에서 살아돌아온 주인공 도니는 NBC 방송국의 스윙밴드 오디션 소식을 듣는다.<br/>브로드웨이와 할리우드를 꿈꾸던 싱어송라이터인 그는 오디션에 참가하기 위해<br/>5명의 참전 용사와 전사자의 아내 줄리아를 섭외, '도니 노바 밴드'를 결성하는데 성공한다.<br/>도니가 만들어낸 매력적인 선율과 줄리아의 진솔한 가사는 사람들의 마음을 사로잡고,<br/>대회 우승을 위한 노력에 박차를 가하기 시작한다.<br/>과연, 그들은 스타의 꿈을 이룰 수 있을까?,,,,,,,,,,,,
214910,뱅드림! 팝핀' 드림! : 네이버 영화,애니메이션,전체 관람가, 2022.03.24,8.68,69,아이미,오오츠카 사에,니시모토 리미,'BanG Dream! 3rd Season'에서 이어지는<br/>완전 신작 오리지널 애니메이션<br/><br/>무도관 공연을 성공시킨 Poppin'Party<br/>꿈의 무대에 선 여운이 남아 있는 카스미 일행 앞에 의문의 여성이 나타난다.<br/>다음 무대는 해외?!<br/><br/>Poppin'Party의 음악은 아직 멈추지 않는다!,,,,,,,,,,,,,
214603,버즈 라이트이어 : 네이버 영화,애니메이션,액션,모험,전체 관람가, 2022.06.15,,,크리스 에반스,타이카 와이티티,피터 손,미션 #1<br/>나, 버즈 라이트이어.<br/>인류 구원에 필요한 자원을 감지하고 현재 수많은 과학자들과 미지의 행성으로 향하고 있다.<br/>이번 미션은 인류의 역사를 새롭게 쓸 것이라 확신한다.<br/><br/>미션 #2<br/>잘못된 신호였다.<br/>이곳은 삭막하고 거대한 외계 생물만이 살고 있는 폐허의 땅이다.<br/>나의 실수로 모두가 이곳에 고립되고 말았다.<br/>모두를 구하기 위해서 모든 것을 제자리에 돌려 놔야 한다.<br/><br/>미션 #3<br/>실수를 바로잡기 위한 탈출 미션을 위해 1년의 준비를 마쳤다.<br/>어쩌다 한 팀이 된 정예 부대와 이 미션을 수행할 예정이다.<br/>우주를 집어삼킬 ‘저그’와 대규모 로봇 군사의 위협이 계속되지만<br/>나는 절대 포기할 수 없다.<br/>그런데… 여긴 또 어디지? 시간 속에 갇힌 건가?,,,,,,,,,,
208836,벌지 탱크 대전투 : 네이버 영화,전쟁,액션,15세 관람가,2022.02,,,톰 베린저,스티븐 루크,제 2 보병대 소속인 카파 중위와 대원들은 모든 수단을 동원해서라도 독일군의 침략을 막아야할 상황에 놓인다. 사방에는 독일군이 깔려 있으며 혹한의 날씨는 지속된다. 브래들리 중장과 마이크 소령은 독일군 진격을 저지하기 위해 전략을 세운다. 독일군의 맹공격에 2 보병대는 피해를 입고 카파 중위는 포로 행렬에서 가까스로 탈출해 군 병력과 자원을 최대한 끌어 모으려 고군분투한다.,,,,,,,,,,,,,
192608,범죄도시2 : 네이버 영화,범죄,액션,15세 관람가, 2022.05.18,9.51,19,257,마동석,손석구,최귀화,가리봉동 소탕작전 후 4년 뒤,<br/>금천서 강력반은 베트남으로 도주한 용의자를 인도받아 오라는 미션을 받는다.<br/><br/>괴물형사 ‘마석도’(마동석)와 ‘전일만’(최귀화) 반장은 현지 용의자에게서 수상함을 느끼고,<br/>그의 뒤에 무자비한 악행을 벌이는 ‘강해상’(손석구)이 있음을 알게 된다.<br/><br/>‘마석도’와 금천서 강력반은 한국과 베트남을 오가며<br/>역대급 범죄를 저지르는 ‘강해상’을 본격적으로 쫓기 시작하는데...<br/><br/>나쁜 놈들 잡는 데 국경 없다!<br/>통쾌하고 화끈한 범죄 소탕 작전이 다시 펼쳐진다!,,,,,,,,,
217036,베르네 부인의 장미정원 : 네이버 영화,드라마,12세 관람가, 2022.06.09,,,카트린 프로,팟사 부야메드,올리비아 코트,프랑스 최고의 원예사 에브 베르네는 <br/>대를 이어 장미정원을 운영해오고 있다. <br/>하지만 장미를 공산품 취급하는 사업가 라마르젤에 밀려 <br/>명성과 고객은 물론, 자신의 정원까지 모두 빼앗길 위기에 처한다. <br/> <br/>신입 원예사를 뽑아 정원을 지키려 하지만 <br/>경력도 지식도 없는 초짜 직원들은 문제를 일으키기만 하는데... <br/> <br/>과연 에브와 원예 초보 신입들은 정원을 구해낼 수 있을까?,,,,,,,,,,,,
207941,벨파스트 : 네이버 영화,드라마,12세 관람가, 2022.03.23,8.24,174,주드 힐,케이트리오나 발피,주디 덴치,맑은 날이면 골목에 나와 음악과 함께 춤을 추고<br/>해질녘엔 큰 소리로 아이들을 불러 저녁을 먹는...<br/>모두가 서로의 가족을 알고 아끼던 1969년의 벨파스트.<br/><br/>“정말... 벨파스트를 떠나야 하나요?”<br/><br/>종교 분쟁은 벨파스트 사람들을 불안과 공포에 빠뜨리고<br/>가족과 짝사랑하는 소녀, 그리고 벨파스트의 골목이 전부였던 9살 버디의 세계는 흔들리기 시작한다.,,,,,,,,,,,,
205307,벰 : 비컴 휴먼 : 네이버 영화,애니메이션,15세 관람가, 2022.06.16,,,,인간을 위해 악의 무리들과 대결하던 요괴인간 벰, 베라, 베로.<br/>평범한 인간으로 살고 싶어했던 그들은 ‘베가’와의 격투에서 ‘리브라 시티’를 지킨 후 뿔뿔이 흩어진다.<br/><br/>그로부터 2년 뒤, 실종된 요괴인간들의 행방을 찾던 형사 ‘소니아’는,<br/>목격정보를 바탕으로 ‘드라코 케미칼’이라는 제약회사를 찾는다.<br/><br/>그곳에서 홀로 악과 계속 싸우는 ‘베로’, 평범한 소녀로 살아가는 ‘베라’<br/>그리고 ‘벰’을 닮은 ‘벨름’이라는 한 남자를 만나게 된다.<br/>드라코 케미칼 홍보부에서 일하는 그는 아내, 두 아이와 함께 살고 있는 평범한 남자.<br/>하지만 자신을 ‘벰’이라고 부르는 ‘소니아’를 만난 후 밤마다 악몽에 시달리며<br/>조작된 과거 기억들을 마주하게 되는데... <br/><br/>인간이 되고 싶었던 요괴 인간.<br/>그들이 오랜 시간 품어 왔던 꿈의 결말이 마침내 밝혀진다!,,,,,,,,,
194668,보드랍게 : 네이버 영화,다큐멘터리,전체 관람가, 2022.02.23,9.5,16,김순악,여든 두 해 순악 씨의 삶은 전쟁터였다.<br/>거칠고 모난 삶을 살아낸 왈패 김순악이<br/>자신에게 그리고 우리에게 <br/>보드라운 말 한마디를 건넨다.<br/><br/>“하이고, 참 애묵었다”<br/><br/>당신의 이야기도 꽃이 된다,,,,,,,,,,,,,,
191656,보호자(가제) : 네이버 영화,액션,드라마,,2022,,,정우성,김남길,박성웅,자신에게 남은 단 한 사람을 지키기 위한 한 남자의 처절한 사투를 그린 이야기,,,,,,,,,,,,
204138,복지식당 : 네이버 영화,드라마,12세 관람가, 2022.04.14,8.11,55,조민상,한태경,임호준,사고로 장애인이 된 청년 ‘재기’는<br/>홀로 거동조차 힘든 중증에도 불구하고, <br/>경증의 장애 등급을 받아 힘겨운 싸움 중이다.<br/>하지만 그의 딱한 사정을 봐준 선배 장애인 ‘병호’ 덕에 <br/>취업도 하고 대출도 받으며 희망을 되찾는다. <br/>그렇게 삶의 재기가 눈앞에 왔다고 여긴 순간 ‘재기’는 <br/>세상에 자신이 중증 장애인임을 증명해야 하는데…<br/><br/>세상의 문턱 앞에 선 ‘재기’를 만난다,,,,,,,,,,,,
204650,봄날 : 네이버 영화,드라마,액션,느와르,15세 관람가, 2022.04.27,7.54,376,손현주,한때는 잘나가던 큰형님 '호성'(손현주).<br/>8년 만에 출소해 보니 남보다 못한 동생 '종성'(박혁권)은 애물단지 취급이고,<br/>결혼을 앞둔 맏딸 '은옥'(박소진)과 오랜만에 만난 아들 '동혁'(정지환)은<br/>'호성'이 부끄럽기만 하다.<br/><br/>아는 인맥 다 끌어 모은 아버지 장례식에서<br/>부조금을 밑천삼아 기상천외한 비즈니스를 계획하며 제2의 전성기를 꿈꾸는데…<br/>그런데…! 하필이면 세력 다툼을 하는 두 조직이 이곳에 함께 있는 것이 아닌가!<br/>때마침 눈치라고는 1도 없는 '호성'의 친구 '양희'(정석용)가<br/>술에 취해 오지랖을 부리는데...<br/><br/>일촉즉발! 수습불가!<br/>과연 X버릇 남 못 준 '호성'에게 봄날이 찾아올까?,,,,,,,,,,,,
199908,봉명주공 : 네이버 영화,다큐멘터리,전체 관람가, 2022.05.19,8.09,11,홍덕은,지은숙,지명환,1980년대에 지어진 청주 봉명동의 1세대 주공아파트, '봉명주공’<br/>철마다 형형색색으로 물드는 나무들,<br/>놀이터에서 쉬어가는 새들과 골목을 지키는 길 고양이들,<br/>곳곳에 울려 퍼지는 어린아이들의 웃음소리…<br/><br/>떠나가는 거주민들은 저마다 가슴속에 봉명주공에서의 추억을 남긴다<br/>우리가 남기고 가는 것은 무엇인가요?,,,,,,,,,,
214678,부기나이트 : 네이버 영화,코미디,15세 관람가, 2022.04.28,6.98,112,최귀화,이시원,박환희,북한의 핵폭탄 선전포고로 아수라장이 되어버린 세상,<br/>몇 시간 전까지만 해도 지루하고 평범한 일상을 살던 ‘유빈’은<br/>인생에 마지막이 될 하루를 즐기기 위해 친구들과 함께 나이트클럽으로 향한다.<br/><br/>남자 화장실에서 만난 ‘연주’부터<br/>큰돈을 만지게 해 준다는 술집 마담,<br/>나이트클럽에서 만난 ‘경아’, ‘경아’ 대신 약속 장소로 나온 ‘유라’,<br/>그리고 뜻밖의 장소에서 우연히 만난 첫사랑 ‘수경’까지<br/><br/>살아생전 데이트 한 번 못해본 ‘유빈’은 살아있는 하룻밤 동안<br/>다섯 여자가 줄줄이 꼬이기 시작하면서 예기치 못한 사건 사고들이 벌어지기 시작하는데…,,,,,,,,,
